root_seed,rule,fraction,mask_index,output_cosine,identity,dropped_units
51003,base,0.25,8,0.8450811077486715,0.14,12
51003,base,0.25,9,0.8531345269321169,0.16,12
51003,base,0.25,10,0.8510626203234873,0.22,12
51003,base,0.25,11,0.8456709282789628,0.14,12
51003,base,0.5,0,0.6280768907230917,0.08,25
51003,base,0.5,1,0.8378864856423154,0.22,25
51003,base,0.5,2,0.8360083174199129,0.18,25
51003,base,0.5,3,0.7695648266213609,0.08,25
51003,base,0.5,4,0.8620341335909082,0.2,25
51003,base,0.5,5,0.794878881884447,0.16,25
51003,base,0.5,6,0.814679003963342,0.18,25
51003,base,0.5,7,0.8025784276719489,0.1,25
51003,base,0.5,8,0.7428479827797624,0.18,25
51003,base,0.5,9,0.8095097883542732,0.16,25
51003,base,0.5,10,0.827985838181937,0.14,25
51003,base,0.5,11,0.7698665445086941,0.16,25
51003,base,0.75,0,0.7950866260231824,0.06,38
51003,base,0.75,1,0.6371097303210336,0.08,38
51003,base,0.75,2,0.6628772145178341,0.1,38
51003,base,0.75,3,0.7161011510904252,0.04,38
51003,base,0.75,4,0.5995677235394122,0.08,38
51003,base,0.75,5,0.7439810633813986,0.08,38
51003,base,0.75,6,0.8158031903855779,0.14,38
51003,base,0.75,7,0.7485702181355245,0.16,38
51003,base,0.75,8,0.7563151331443854,0.08,38
51003,base,0.75,9,0.5609331074093142,0.06,38
51003,base,0.75,10,0.6275398259761847,0.08,38
51003,base,0.75,11,0.6501517956706286,0.12,38
51003,base,0.9,0,0.4996691005787509,0.04,45
51003,base,0.9,1,0.27609770997313005,0.02,45
51003,base,0.9,2,0.5531688845287891,0.08,45
51003,base,0.9,3,0.6405548714893174,0.08,45
51003,base,0.9,4,0.31045077904089957,0.02,45
51003,base,0.9,5,0.4023586335356491,0.0,45
51003,base,0.9,6,0.5919186832688262,0.04,45
51003,base,0.9,7,0.6901871085218033,0.08,45
51003,base,0.9,8,0.5041888196719583,0.06,45
51003,base,0.9,9,0.3665601448941558,0.04,45
51003,base,0.9,10,0.4007155546693298,0.04,45
51003,base,0.9,11,0.7037673789478697,0.1,45
51003,err2,0.0,0,0.9552521938494665,0.76,0
51003,err2,0.0,1,0.9552521938494665,0.76,0
51003,err2,0.0,2,0.9552521938494665,0.76,0
51003,err2,0.0,3,0.9552521938494665,0.76,0
51003,err2,0.0,4,0.9552521938494665,0.76,0
51003,err2,0.0,5,0.9552521938494665,0.76,0
51003,err2,0.0,6,0.9552521938494665,0.76,0
51003,err2,0.0,7,0.9552521938494665,0.76,0
51003,err2,0.0,8,0.9552521938494665,0.76,0
